ID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,Attrition
S132,44,Travel_Rarely,Research & Development,10,,Other,Very High,Female,High,2,Healthcare Representative,Very High,Married,2,Yes,13.0,Excellent,,80,0,9.0,5,Best,4.0,2,1.0,3.0,11972.16,Yes
S133,22,Non-Travel,Research & Development,8,College,Marketing,Low,Male,Medium,1,Sales Executive,Very High,Single,1,No,23.0,Excellent,Medium,80,0,3.0,3,Good,2.0,2,2.0,2.0,11971.43,No
S134,27,Travel_Rarely,Research & Development,5,College,Medical,High,Male,Medium,1,Research Scientist,Medium,Married,0,No,19.0,Excellent,,80,0,5.0,2,,4.0,3,3.0,3.0,14521.53,No
S135,59,Non-Travel,,17,Master,Life Sciences,,Female,High,4,Research Director,High,Divorced,1,Yes,14.0,Excellent,Medium,80,0,23.0,3,Better,0.0,0,2.0,2.0,19858.8,No
S136,47,Travel_Rarely,Research & Development,25,Master,Life Sciences,Low,Male,Medium,1,Research Scientist,High,Divorced,0,No,16.0,Excellent,Medium,80,2,3.0,3,Better,3.0,2,2.0,2.0,15264.02,No
S137,27,Travel_Rarely,Research & Development,6,Below College,,Very High,Female,High,1,Sales Executive,Medium,Married,1,No,14.0,Excellent,Low,80,0,5.0,3,Better,3.0,2,0.0,1.0,15352.63,No
S138,18,Travel_Rarely,Research & Development,7,,Human Resources,Very High,Female,High,1,Research Scientist,Low,Single,0,Yes,22.0,Outstanding,Low,80,0,0.0,1,,1.0,0,,0.0,22774.88,No
S139,23,Travel_Frequently,Research & Development,3,Below College,Other,,Female,Medium,1,Laboratory Technician,Medium,Married,5,No,,Excellent,High,80,0,,3,Better,2.0,2,0.0,2.0,13081.75,No
S140,42,Travel_Frequently,Research & Development,24,Bachelor,Medical,High,Male,Medium,3,Research Scientist,High,Divorced,4,No,13.0,Excellent,High,80,0,18.0,4,Better,1.0,0,0.0,0.0,10917.66,No
S141,31,Travel_Rarely,Sales,10,,Human Resources,Low,Male,High,2,Sales Representative,High,Divorced,0,No,21.0,Outstanding,,80,0,5.0,3,Good,6.0,5,0.0,3.0,8858.51,No
S142,26,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,High,Male,High,2,Manufacturing Director,Medium,Divorced,1,No,20.0,Outstanding,Low,80,1,6.0,6,Bad,6.0,5,1.0,4.0,14427.23,No
S143,42,Travel_Rarely,Research & Development,24,Bachelor,Medical,Very High,Female,High,3,Manufacturing Director,Low,Married,1,Yes,,Outstanding,Very High,80,1,10.0,5,Good,10.0,9,5.0,8.0,9450.75,Yes
S144,32,Travel_Frequently,Research & Development,2,College,Life Sciences,High,Male,Low,2,Research Scientist,Low,Married,1,No,19.0,Excellent,Medium,80,0,10.0,5,Better,10.0,7,6.0,7.0,14287.18,No
S145,36,Travel_Rarely,Human Resources,2,Below College,Life Sciences,Very High,Male,Medium,1,Manager,High,Married,1,Yes,15.0,Excellent,High,80,0,,2,Good,4.0,2,1.0,,13524.77,No
S146,33,Travel_Rarely,Research & Development,8,Bachelor,Medical,Very High,Female,High,1,Manager,Low,Married,1,No,15.0,Excellent,Medium,80,0,9.0,3,Bad,9.0,4,1.0,7.0,13438.71,No
S147,33,Travel_Rarely,Research & Development,1,Bachelor,Medical,Low,Female,Medium,2,Manufacturing Director,High,Married,1,Yes,20.0,Excellent,Medium,80,0,8.0,3,Better,8.0,7,6.0,7.0,14321.07,No
S148,30,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Medium,Female,Medium,2,Sales Executive,Low,Married,1,No,11.0,Excellent,,80,1,10.0,4,Better,10.0,8,6.0,7.0,12711.28,No
S149,51,Travel_Rarely,Research & Development,5,College,Marketing,Low,Male,High,5,Manager,Medium,Married,3,No,11.0,Excellent,Very High,80,0,27.0,4,,25.0,12,11.0,12.0,8694.46,No
S150,37,Travel_Frequently,Research & Development,7,,,Very High,Female,Medium,1,Research Director,Medium,Divorced,6,No,15.0,Excellent,High,80,1,3.0,2,Better,1.0,1,0.0,0.0,14854.29,No
S151,31,Travel_Rarely,Research & Development,1,,,,Male,High,1,Laboratory Technician,Low,Married,6,No,19.0,Excellent,Low,80,0,12.0,3,Better,8.0,6,1.0,6.0,16182.52,No
S152,37,Travel_Rarely,Research & Development,1,,Life Sciences,Very High,Male,High,1,Research Scientist,Very High,Single,1,No,12.0,Excellent,Medium,80,0,17.0,3,Better,17.0,12,5.0,7.0,15118.56,No
S153,26,Travel_Rarely,,1,,Medical,Very High,Female,High,0,Human Resources,Medium,Divorced,1,No,10.0,Excellent,Low,80,1,5.0,2,Better,5.0,2,0.0,4.0,11541.41,No
S154,34,Travel_Rarely,,9,College,Life Sciences,Medium,Female,Low,1,Research Director,Medium,Married,7,No,18.0,Excellent,Low,80,1,9.0,3,Better,4.0,3,0.0,3.0,15202.21,No
S155,26,Travel_Frequently,,21,Bachelor,Human Resources,Low,Male,Medium,1,Human Resources,Medium,Divorced,1,No,12.0,Excellent,Low,80,0,,1,Good,,0,0.0,0.0,15851.91,No
S156,37,Travel_Rarely,Sales,3,,Life Sciences,Medium,,High,2,Sales Executive,High,Married,1,No,21.0,Excellent,,80,0,16.0,1,Better,16.0,12,8.0,6.0,15826.6,No
S157,45,Travel_Rarely,Research & Development,1,Master,Marketing,High,Female,High,2,Healthcare Representative,Low,Divorced,6,No,15.0,Excellent,,80,1,16.0,2,Good,4.0,1,0.0,3.0,12586.58,No
S158,55,Travel_Rarely,Research & Development,10,Bachelor,Medical,,Male,Medium,2,Manager,Low,Married,6,No,15.0,Excellent,,80,0,26.0,0,Good,,8,4.0,8.0,14591.4,No
S159,33,Non-Travel,Sales,13,Master,Medical,,,High,2,Sales Executive,High,Married,4,No,14.0,Excellent,,80,0,5.0,1,,4.0,2,1.0,2.0,16738.52,No
S160,37,Travel_Frequently,Research & Development,10,Master,Life Sciences,High,Male,Medium,1,Research Director,Very High,Married,1,No,19.0,Excellent,,80,0,,2,,,4,0.0,3.0,11486.66,No
S161,22,Travel_Rarely,,6,Bachelor,Life Sciences,High,Female,Very High,1,Human Resources,,Divorced,0,Yes,21.0,Outstanding,Medium,80,2,0.0,1,Better,0.0,0,0.0,0.0,4996.81,No
S162,42,Travel_Rarely,Research & Development,2,,Other,Low,Female,Medium,2,Healthcare Representative,Very High,Single,3,No,23.0,Outstanding,Medium,80,0,14.0,6,Better,1.0,0,0.0,0.0,15334.79,No
S163,36,Non-Travel,Research & Development,9,College,Marketing,High,Female,Medium,1,Research Scientist,Low,Single,0,Yes,17.0,Excellent,Low,80,0,4.0,1,Better,4.0,2,0.0,2.0,14156.5,No
S164,32,Travel_Rarely,Research & Development,3,College,Other,High,Male,High,2,Laboratory Technician,Low,Married,2,No,16.0,Excellent,Medium,80,0,6.0,3,,4.0,3,0.0,1.0,15868.92,No
S165,36,Travel_Frequently,,3,,Life Sciences,Medium,Female,Medium,3,Sales Executive,High,Single,1,No,12.0,Excellent,,80,0,11.0,2,Better,5.0,3,0.0,3.0,14365.81,No
S166,36,Travel_Frequently,Research & Development,5,College,Life Sciences,Medium,Male,High,1,Manager,Medium,Married,2,No,12.0,Excellent,High,80,0,3.0,2,Good,2.0,2,1.0,1.0,15433.72,No
S167,19,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Male,High,1,Manufacturing Director,Medium,Single,1,No,13.0,Excellent,High,80,0,,1,Better,,0,0.0,0.0,14824.01,No
S168,56,Travel_Rarely,Research & Development,9,Bachelor,Medical,High,Female,High,4,Healthcare Representative,Very High,Married,7,No,11.0,Excellent,,80,0,30.0,1,Good,10.0,7,1.0,1.0,14339.87,Yes
S169,35,Travel_Rarely,Research & Development,6,College,Marketing,Medium,Male,Medium,1,Laboratory Technician,High,Married,4,No,19.0,Excellent,Medium,80,1,16.0,2,Better,2.0,0,0.0,0.0,14542.3,Yes
S170,41,Travel_Frequently,Research & Development,8,Bachelor,,,Female,Medium,1,Manager,High,Married,5,No,16.0,Excellent,High,80,1,7.0,3,Good,0.0,0,0.0,,5841.7,No
S171,52,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Low,Female,High,1,Manufacturing Director,High,Married,6,No,,Excellent,High,80,2,14.0,2,Better,8.0,0,1.0,5.0,13979.02,No
S172,35,Travel_Rarely,,16,Bachelor,Life Sciences,Very High,Male,Medium,3,Healthcare Representative,Medium,Single,1,No,19.0,Excellent,Very High,80,0,11.0,3,Bad,11.0,8,3.0,3.0,18198.72,No
S173,28,Travel_Frequently,Research & Development,9,College,Medical,,Female,Medium,1,Research Director,High,Married,1,No,,Excellent,Medium,80,0,5.0,1,Better,5.0,3,0.0,4.0,16837.06,No
S174,33,Travel_Rarely,Research & Development,8,,Medical,High,Male,Medium,1,Research Scientist,Medium,Married,1,No,11.0,Excellent,High,80,0,2.0,5,,2.0,2,2.0,2.0,18549.14,No
S175,44,Travel_Rarely,Research & Development,3,Bachelor,Marketing,Medium,Male,High,1,Manufacturing Director,High,Divorced,4,No,16.0,Excellent,High,80,2,9.0,1,Good,4.0,4,2.0,3.0,13583.08,No
S176,28,Travel_Rarely,Sales,10,College,Marketing,High,Male,Medium,2,Sales Executive,Medium,Single,3,Yes,11.0,Excellent,High,80,0,6.0,0,Good,2.0,0,2.0,2.0,16316.53,No
S177,29,Travel_Rarely,Research & Development,3,Bachelor,Marketing,,Male,Very High,1,Laboratory Technician,High,Divorced,9,No,12.0,Excellent,Medium,80,1,3.0,0,Bad,1.0,1,2.0,1.0,14411.01,No
S178,42,Non-Travel,Sales,2,Master,Marketing,Medium,Male,Medium,2,Sales Executive,Medium,Married,4,No,15.0,Excellent,Medium,80,1,11.0,3,Bad,2.0,0,0.0,1.0,13638.55,Yes
S179,38,Travel_Frequently,Research & Development,6,College,,,Male,High,1,Research Director,Medium,Divorced,1,No,11.0,Excellent,,80,2,4.0,2,Good,4.0,1,0.0,3.0,14632.09,No
S180,29,Travel_Frequently,Research & Development,1,Bachelor,Medical,Medium,Male,Medium,1,Research Scientist,Low,Single,3,No,12.0,Excellent,Medium,80,0,7.0,2,Good,6.0,4,0.0,4.0,12955.76,No
S181,33,Travel_Frequently,Research & Development,18,College,,Medium,Male,High,1,Research Scientist,High,Married,0,No,17.0,Excellent,Very High,80,0,,4,Good,1.0,0,0.0,0.0,17732.27,No
S182,26,Travel_Rarely,Research & Development,10,Bachelor,Medical,High,Male,High,1,Research Scientist,Very High,Single,1,No,9.0,Excellent,High,80,-1,7.0,5,Bad,7.0,2,1.0,4.0,16221.9,No
S183,31,Travel_Frequently,,27,Master,Life Sciences,Low,Male,Medium,2,Research Scientist,High,Married,1,No,13.0,Excellent,Low,80,1,12.0,2,Better,11.0,6,5.0,7.0,14568.6,Yes
S184,37,Travel_Frequently,,11,College,Marketing,Medium,Male,Medium,1,Manager,Low,Married,1,No,,Excellent,High,80,0,4.0,1,,4.0,4,4.0,1.0,13019.89,No
S185,38,Non-Travel,Research & Development,26,Bachelor,Human Resources,,Female,Low,3,Manufacturing Director,High,Single,0,No,22.0,Outstanding,Medium,80,0,8.0,2,Better,7.0,5,-1.0,8.0,13283.85,No
S186,32,Non-Travel,,1,Below College,Medical,Low,Female,High,2,Manager,Very High,Divorced,1,No,14.0,Excellent,High,80,0,,6,Better,7.0,7,0.0,7.0,18154.44,No
S187,35,Travel_Frequently,Research & Development,18,College,Life Sciences,High,Female,High,3,Manufacturing Director,Very High,Single,2,No,11.0,Excellent,High,80,0,10.0,2,,2.0,2,2.0,2.0,12661.59,Yes
S188,27,Travel_Rarely,Research & Development,18,College,,High,Female,High,1,Manager,Medium,Married,5,No,19.0,Excellent,Very High,80,0,5.0,2,Better,3.0,2,1.0,2.0,15868.85,No
S189,36,Travel_Rarely,,6,Bachelor,Marketing,Very High,Female,Medium,2,Manager,Medium,Married,4,No,18.0,Excellent,Very High,80,0,8.0,3,Good,5.0,5,1.0,4.0,15195.24,No
S190,37,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,,Female,Medium,1,Research Scientist,High,Single,1,No,14.0,Excellent,,80,0,,2,Good,,2,1.0,2.0,13375.08,Yes
S191,39,Travel_Rarely,Sales,5,Bachelor,Technical Degree,Very High,Female,High,2,Sales Representative,Very High,Married,3,No,13.0,Excellent,High,80,1,19.0,6,Best,,0,0.0,0.0,3813.16,No
S192,34,Travel_Rarely,Research & Development,6,Below College,Marketing,Medium,Male,Medium,2,Manufacturing Director,Very High,Married,0,Yes,17.0,Excellent,Medium,80,1,9.0,2,Good,9.0,6,2.0,3.0,16276.17,No
S193,28,Travel_Frequently,Research & Development,5,,Medical,Very High,Male,Medium,1,Research Scientist,Low,Single,3,No,14.0,Excellent,Medium,80,0,6.0,2,Bad,5.0,2,3.0,4.0,11628.35,No
S194,50,Travel_Rarely,Sales,21,Bachelor,Life Sciences,Low,Female,Medium,2,Sales Executive,Low,Married,5,No,12.0,Excellent,Medium,80,0,,2,Good,2.0,2,2.0,2.0,16398.96,Yes
S195,38,Travel_Frequently,Research & Development,1,Master,Life Sciences,,Female,High,1,Laboratory Technician,Medium,Married,2,No,20.0,Excellent,High,80,0,6.0,2,Good,4.0,2,0.0,2.0,12634.0,Yes
S196,29,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Very High,Male,High,2,Research Director,High,Married,1,No,11.0,Excellent,High,80,0,5.0,3,Good,3.0,2,0.0,2.0,12642.12,Yes
S197,33,Travel_Rarely,,2,Below College,,,,Medium,2,Sales Executive,Medium,Married,1,No,11.0,Excellent,,80,1,13.0,5,Better,13.0,7,4.0,7.0,15572.52,No
S198,21,Travel_Rarely,,14,College,Marketing,High,Male,Medium,1,Research Scientist,Low,Married,1,Yes,16.0,Excellent,Low,80,1,1.0,2,Better,1.0,0,0.0,0.0,14750.25,No
S199,37,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Low,Male,Medium,2,Research Director,High,Married,3,No,18.0,Excellent,High,80,0,12.0,2,,6.0,2,,5.0,15601.63,No
S200,34,Travel_Rarely,,1,,Life Sciences,Medium,Male,High,1,Research Director,High,Married,2,No,16.0,Excellent,Medium,80,0,10.0,2,Better,,1,0.0,2.0,15376.72,No
S201,29,Travel_Frequently,Human Resources,11,Bachelor,Life Sciences,High,Male,Medium,1,Laboratory Technician,High,Divorced,4,No,12.0,Excellent,,80,0,4.0,0,,3.0,1,0.0,1.0,14151.49,No
S202,20,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,High,Female,Very High,1,Laboratory Technician,Low,Divorced,0,Yes,21.0,Outstanding,High,80,2,0.0,1,Better,0.0,0,,0.0,3836.91,No
S203,34,Travel_Frequently,Research & Development,5,,Medical,High,Male,Low,1,Laboratory Technician,Very High,Married,0,No,13.0,Excellent,Low,80,1,2.0,2,Better,2.0,2,1.0,2.0,12400.54,No
S204,31,Travel_Frequently,Research & Development,4,Bachelor,Marketing,High,Female,Medium,1,Manager,Medium,Married,3,Yes,16.0,Excellent,High,80,0,4.0,3,Bad,1.0,1,1.0,1.0,13270.94,Yes
S205,40,Non-Travel,Research & Development,12,Bachelor,Marketing,Low,Female,Medium,1,Research Director,High,Divorced,3,No,15.0,Excellent,High,80,0,11.0,3,Better,7.0,5,3.0,6.0,7551.78,No
S206,32,Non-Travel,Research & Development,1,Master,Other,High,Female,High,2,Research Scientist,Low,Married,4,No,13.0,Excellent,,80,1,8.0,2,Good,5.0,4,0.0,1.0,15875.66,No
S207,39,Travel_Frequently,Research & Development,12,College,Life Sciences,Medium,Male,High,1,Laboratory Technician,Medium,Married,1,No,18.0,Excellent,Medium,80,0,,2,,6.0,0,1.0,5.0,13091.03,No
S208,48,Travel_Rarely,Research & Development,15,Master,Other,High,Male,High,1,Research Scientist,Low,Married,8,No,12.0,Excellent,Very High,80,1,10.0,3,Good,8.0,2,7.0,6.0,16403.91,Yes
S209,34,Travel_Rarely,Research & Development,14,Below College,Life Sciences,Low,Female,Low,2,Manager,Low,Married,6,No,16.0,Excellent,Medium,80,0,13.0,2,Better,0.0,0,0.0,0.0,12794.01,No
S210,36,Non-Travel,,14,Master,Life Sciences,Low,Male,High,2,Laboratory Technician,High,Married,2,No,17.0,Excellent,,80,0,15.0,1,Better,8.0,7,0.0,7.0,12293.84,Yes
S211,31,Travel_Frequently,Research & Development,11,College,Marketing,Medium,Male,High,2,Research Director,High,Married,4,No,11.0,Excellent,High,80,0,9.0,1,,1.0,0,1.0,1.0,17430.95,No
S212,40,Travel_Rarely,Research & Development,3,Bachelor,,Low,Female,High,1,Laboratory Technician,Very High,Married,7,No,19.0,Excellent,High,80,1,,3,Good,1.0,0,0.0,0.0,6793.29,No
S213,31,Travel_Frequently,Research & Development,2,College,Marketing,Medium,Male,Medium,1,Manager,Low,Divorced,1,No,13.0,Excellent,Medium,80,1,12.0,2,,4.0,1,0.0,3.0,14187.65,No
S214,53,Travel_Rarely,,24,Master,Life Sciences,Low,Female,High,3,Sales Executive,Low,Single,6,Yes,13.0,Excellent,Medium,80,0,15.0,2,,2.0,2,2.0,2.0,16881.53,No
S215,27,Travel_Rarely,Research & Development,16,,Medical,High,Female,Medium,1,Laboratory Technician,Low,Divorced,1,No,,Excellent,Low,80,1,,3,Better,7.0,7,0.0,6.0,14198.25,No
S216,34,Travel_Rarely,,1,Bachelor,Marketing,High,Male,Medium,2,Laboratory Technician,High,Married,0,No,12.0,Excellent,Medium,80,1,9.0,0,Good,8.0,6,0.0,0.0,13332.6,No
S217,50,Travel_Rarely,Research & Development,7,College,Medical,Medium,Male,Medium,5,Research Director,High,Divorced,5,Yes,12.0,Excellent,Very High,80,1,29.0,2,Good,27.0,3,13.0,8.0,15392.14,No
S218,34,Travel_Frequently,,2,Master,Medical,,Male,High,1,Research Scientist,Low,Divorced,3,No,14.0,Excellent,Medium,80,1,8.0,1,Good,3.0,2,0.0,2.0,15217.69,Yes
S219,26,Travel_Frequently,,1,,Marketing,Low,Male,Medium,1,Laboratory Technician,Low,Married,1,No,15.0,Excellent,Low,80,1,,1,Better,4.0,3,0.0,3.0,12815.1,No
S220,29,Travel_Rarely,Sales,19,College,Medical,High,Male,High,2,Sales Executive,Very High,Married,2,No,19.0,Excellent,Medium,80,0,6.0,5,Good,5.0,4,0.0,2.0,20702.74,Yes
S221,38,Travel_Rarely,Human Resources,2,Below College,,Very High,Male,Medium,1,Manufacturing Director,High,Married,0,Yes,18.0,Excellent,High,80,0,5.0,2,Good,4.0,2,1.0,3.0,12745.83,No
S222,31,Travel_Frequently,Research & Development,15,Below College,Life Sciences,,,High,2,Research Scientist,Medium,Married,8,No,15.0,Excellent,High,80,1,5.0,2,Good,2.0,1,1.0,2.0,16417.67,No
S223,35,Non-Travel,Research & Development,3,Master,Life Sciences,Very High,Male,Medium,2,Healthcare Representative,Low,Divorced,1,No,11.0,Excellent,Low,80,1,15.0,2,Best,1.0,0,0.0,0.0,13250.03,No
S224,31,Travel_Rarely,Research & Development,6,Master,Marketing,High,,High,1,Manager,Very High,Divorced,1,No,17.0,Excellent,,80,1,8.0,3,Good,6.0,4,0.0,5.0,14990.78,No
S225,39,Non-Travel,Research & Development,11,Bachelor,Life Sciences,Very High,Female,High,4,Manager,Medium,Single,2,No,11.0,Excellent,,80,0,18.0,2,Good,,8,6.0,2.0,14753.18,No
S226,48,Travel_Rarely,Sales,16,Master,Life Sciences,,Male,High,2,Sales Executive,High,Divorced,8,No,14.0,Excellent,High,80,1,18.0,2,Better,8.0,7,7.0,7.0,14665.17,No
S227,46,Travel_Rarely,Research & Development,16,Bachelor,Marketing,Medium,Female,Low,3,Healthcare Representative,Low,Divorced,2,No,16.0,Excellent,Medium,80,1,25.0,2,Better,7.0,7,0.0,7.0,16103.61,No
S228,22,Non-Travel,Research & Development,12,College,Marketing,,Male,High,1,Manufacturing Director,Medium,Married,0,No,15.0,Excellent,Medium,80,0,2.0,3,Good,2.0,0,0.0,1.0,15790.55,No
S229,27,Travel_Rarely,Human Resources,9,College,Life Sciences,Medium,Male,Medium,1,Human Resources,Low,Married,0,Yes,11.0,Excellent,High,80,0,3.0,1,Better,,0,0.0,1.0,14826.93,No
S230,35,Non-Travel,Human Resources,26,Master,Other,High,Female,Low,2,Research Director,Very High,Divorced,1,Yes,15.0,Excellent,Medium,80,0,17.0,2,Better,16.0,10,7.0,11.0,22288.69,No
S231,34,Travel_Rarely,Research & Development,8,Bachelor,Medical,Medium,Male,High,1,Manager,Medium,Married,1,No,11.0,Excellent,Low,80,0,6.0,2,Better,5.0,3,2.0,,13007.76,No
S232,57,Travel_Rarely,Research & Development,9,Master,Life Sciences,High,Male,High,2,Laboratory Technician,High,Single,9,No,10.0,Excellent,High,80,0,23.0,2,Better,-2.0,-2,0.0,-3.0,22231.08,No
S233,44,Travel_Rarely,Sales,8,College,Other,Low,Male,High,4,Sales Executive,Low,Divorced,1,No,11.0,Excellent,High,80,1,23.0,4,Good,19.0,14,3.0,7.0,10113.8,No
S234,34,Travel_Rarely,Research & Development,8,,Medical,Medium,Female,Very High,2,Laboratory Technician,High,Married,2,No,12.0,Excellent,,80,0,6.0,3,Best,4.0,3,1.0,2.0,14149.97,No
S235,50,Travel_Frequently,Research & Development,18,Master,Medical,High,Male,Low,4,Manufacturing Director,High,Single,1,No,13.0,Excellent,High,80,0,31.0,1,,,4,8.0,7.0,13735.36,No
S236,41,Travel_Rarely,Research & Development,2,Master,Life Sciences,High,Male,High,2,Healthcare Representative,High,Divorced,1,No,12.0,Excellent,Medium,80,1,9.0,3,Better,9.0,2,1.0,2.0,13791.03,No
S237,43,Travel_Frequently,Human Resources,1,Below College,Marketing,High,Female,Medium,1,Research Director,Medium,Divorced,1,No,,Excellent,,80,2,5.0,2,,4.0,2,1.0,2.0,10969.37,No
S238,34,Travel_Frequently,Research & Development,3,College,Marketing,High,Male,Medium,1,Manager,Low,Single,0,No,19.0,Excellent,Medium,80,0,3.0,2,Good,2.0,0,,2.0,17238.67,No
S239,37,Travel_Rarely,Sales,5,,Technical Degree,Very High,Female,High,2,Sales Representative,Very High,Married,3,No,14.0,Excellent,High,80,1,20.0,6,Best,0.0,0,0.0,0.0,3386.26,No
S240,32,Travel_Rarely,,4,College,Life Sciences,High,Male,Medium,4,Research Director,High,Divorced,2,No,16.0,Excellent,Low,80,1,10.0,2,Good,8.0,7,2.0,7.0,15448.49,No
S241,36,Travel_Frequently,Sales,2,Master,Marketing,High,Female,High,2,Sales Executive,High,Divorced,2,No,13.0,Excellent,High,80,1,5.0,4,Good,4.0,1,0.0,3.0,8616.79,No
S242,25,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,High,Male,High,1,Human Resources,Medium,Married,4,No,14.0,Excellent,High,80,0,6.0,3,Better,2.0,0,1.0,,17115.85,No
S243,24,Travel_Frequently,Research & Development,8,Below College,Other,Medium,Male,Medium,1,Manager,Medium,Single,3,No,17.0,Excellent,High,80,0,,2,Better,4.0,3,2.0,3.0,14093.4,No
S244,23,Travel_Rarely,Sales,37,Below College,Marketing,,Female,High,2,Sales Executive,Medium,Married,1,No,21.0,Outstanding,Very High,80,2,4.0,5,Best,3.0,2,1.0,2.0,14431.65,No
S245,21,Travel_Rarely,Research & Development,5,,Life Sciences,Very High,Female,High,1,Research Scientist,Low,Single,1,Yes,24.0,Outstanding,,80,0,0.0,2,Better,,0,0.0,0.0,21593.05,No
S246,25,Non-Travel,Research & Development,4,Below College,Life Sciences,Low,Female,Medium,1,Laboratory Technician,High,Divorced,0,No,15.0,Excellent,High,80,0,7.0,2,Good,6.0,3,4.0,5.0,13921.95,No
S247,44,Travel_Rarely,Research & Development,20,Bachelor,,Low,Male,Medium,3,Human Resources,High,Married,1,No,22.0,Excellent,Medium,80,0,21.0,2,Better,15.0,12,10.0,9.0,13334.58,No
S248,38,Travel_Frequently,Research & Development,7,,Marketing,High,Male,Medium,2,Laboratory Technician,High,Divorced,2,No,12.0,Excellent,Medium,80,1,11.0,3,Better,10.0,9,4.0,7.0,17513.22,No
S249,53,Travel_Frequently,Research & Development,6,College,Life Sciences,Medium,Male,Medium,1,Research Director,Very High,Married,2,No,16.0,Excellent,Low,80,0,7.0,5,Better,2.0,0,0.0,1.0,12310.45,No
S250,36,Travel_Rarely,,1,Bachelor,,Medium,Male,High,1,Manufacturing Director,High,Married,3,No,18.0,Excellent,Medium,80,0,13.0,2,Better,2.0,1,0.0,1.0,13873.57,Yes
S251,27,Travel_Frequently,,10,Below College,Medical,Medium,Female,Medium,1,Research Scientist,High,Married,1,No,11.0,Excellent,Medium,80,0,5.0,1,,,3,0.0,4.0,14716.8,Yes
S252,41,Travel_Rarely,Sales,10,Master,Life Sciences,High,Male,Medium,1,Sales Executive,High,Married,3,No,18.0,Excellent,Low,80,0,4.0,3,,3.0,2,0.0,2.0,14723.05,No
S253,50,Travel_Rarely,Research & Development,24,Below College,,High,Female,High,1,Laboratory Technician,High,Married,1,No,11.0,Excellent,High,80,2,18.0,2,Good,17.0,7,2.0,7.0,14719.57,No
